symbol,name,lastsale,netchange,pctchange,volume,marketCap,country,ipoyear,industry,sector,url
IDYA,IDEAYA Biosciences Inc. Common Stock,$28.29,0.22,0.784%,343402,1628350730.00,United States,2019,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/idya
IE,Ivanhoe Electric Inc. Common Stock,$14.33,0.05,0.35%,172871,1332125169.00,Canada,2022,Metal Mining,Basic Materials,/market-activity/stocks/ie
IEP,Icahn Enterprises L.P. Common Stock,$19.60,-0.42,-2.098%,903491,7711784914.00,United States,,Auto Parts:O.E.M.,Consumer Discretionary,/market-activity/stocks/iep
IESC,IES Holdings Inc. Common Stock,$72.66,0.02,0.028%,42214,1467120130.00,United States,,Engineering & Construction,Industrials,/market-activity/stocks/iesc
IEX,IDEX Corporation Common Stock,$226.14,3.45,1.549%,375091,17096559619.00,United States,1989,Fluid Controls,Industrials,/market-activity/stocks/iex
IFBD,Infobird Co. Ltd Ordinary Shares,$0.242,-0.0102,-4.044%,208964,1110780.00,China,2021,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/ifbd
IFF,International Flavors & Fragrances Inc. Common Stock,$66.04,0.65,0.994%,1245067,16856882034.00,United States,,Major Chemicals,Industrials,/market-activity/stocks/iff
IFIN,InFinT Acquisition Corporation Class A Ordinary Shares,$11.00,0.01,0.091%,349,0.00,,2022,Business Services,Consumer Discretionary,/market-activity/stocks/ifin
IFN,India Fund Inc. (The) Common Stock,$16.56,0.14,0.853%,102961,0.00,United States,,Finance/Investors Services,Finance,/market-activity/stocks/ifn
IFRX,InflaRx N.V. Common Stock,$3.66,-0.17,-4.439%,44187,198062840.00,Germany,2017,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/ifrx
IFS,Intercorp Financial Services Inc. Common Shares,$23.55,-0.24,-1.009%,12217,2718085210.00,,2019,Commercial Banks,Finance,/market-activity/stocks/ifs
IGA,Voya Global Advantage and Premium Opportunity Fund Common Shares of Beneficial Interest,$8.44,0.06,0.716%,67673,0.00,United States,2005,Investment Managers,Finance,/market-activity/stocks/iga
IGC,IGC Pharma Inc. Common Stock,$0.314,0.004,1.29%,45243,16929814.00,United States,,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/igc
IGD,Voya Global Equity Dividend and Premium Opportunity Fund,$5.08,0.04,0.794%,95702,0.00,United States,2005,Trusts Except Educational Religious and Charitable,Finance,/market-activity/stocks/igd
IGI,Western Asset Investment Grade Defined Opportunity Trust Inc. Common Stock,$16.09,-0.07,-0.433%,10803,0.00,United States,2009,Investment Managers,Finance,/market-activity/stocks/igi
IGIC,International General Insurance Holdings Ltd. Ordinary Share,$10.60,-0.11,-1.027%,166452,519258066.00,Jordan,2018,Property-Casualty Insurers,Finance,/market-activity/stocks/igic
IGICW,International General Insurance Holdings Ltd. Warrants expiring 03/17/2025,$0.96,0.00,0.00%,30,47027145.00,Jordan,2018,Property-Casualty Insurers,Finance,/market-activity/stocks/igicw
IGMS,IGM Biosciences Inc. Common Stock,$7.45,-0.11,-1.455%,142362,434824465.00,United States,2019,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/igms
IGR,CBRE Global Real Estate Income Fund Common Shares of Beneficial Interest,$5.16,0.00,0.00%,297451,0.00,United States,2004,Finance Companies,Finance,/market-activity/stocks/igr
IGT,International Game Technology Ordinary Shares,$31.15,-0.14,-0.447%,985435,6344943500.00,United States,2015,Services-Misc. Amusement & Recreation,Consumer Discretionary,/market-activity/stocks/igt
IGTA,Inception Growth Acquisition Limited Common Stock,$10.53,0.01,0.095%,18395,0.00,United States,2022,Blank Checks,Finance,/market-activity/stocks/igta
IGTAR,Inception Growth Acquisition Limited Rights,$0.15,0.0048,3.306%,3400,0.00,United States,2022,Blank Checks,Finance,/market-activity/stocks/igtar
IGTAW,Inception Growth Acquisition Limited Warrants,$0.0303,0.0003,1.00%,1000,0.00,United States,2022,Blank Checks,Finance,/market-activity/stocks/igtaw
IH,iHuman Inc. American depositary shares each representing five Class A ordinary shares,$2.9716,-0.0034,-0.114%,235,157924175.00,United States,2020,Educational Services,Consumer Discretionary,/market-activity/stocks/ih
IHD,Voya Emerging Markets High Income Dividend Equity Fund Common Shares,$5.04,-0.03,-0.592%,31014,0.00,United States,2011,Investment Managers,Finance,/market-activity/stocks/ihd
IHG,Intercontinental Hotels Group American Depositary Shares (Each representing one Ordinary Share),$75.18,0.56,0.75%,77159,12846743364.00,United Kingdom,,Hotels/Resorts,Consumer Discretionary,/market-activity/stocks/ihg
IHIT,Invesco High Income 2023 Target Term Fund Common Shares of Beneficial Interest,$7.27,0.01,0.138%,34794,175494289.00,United States,2016,Investment Managers,Finance,/market-activity/stocks/ihit
IHRT,iHeartMedia Inc. Class A Common Stock,$3.56,0.05,1.425%,528570,514478968.00,United States,,Broadcasting,Consumer Discretionary,/market-activity/stocks/ihrt
IHS,IHS Holding Limited Ordinary Shares,$7.17,-0.10,-1.376%,164399,2379866400.00,,2021,Telecommunications Equipment,Telecommunications,/market-activity/stocks/ihs
IHT,InnSuites Hospitality Trust Shares of Beneficial Interest,$1.6301,0.1901,13.201%,19414,14962673.00,United States,1999,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/iht
IHTA,Invesco High Income 2024 Target Term Fund Common Shares of Beneficial Interest No par value per share,$7.07,-0.03,-0.423%,13605,62114630.00,,2017,Finance/Investors Services,Finance,/market-activity/stocks/ihta
IIF,Morgan Stanley India Investment Fund Inc. Common Stock,$22.15,-0.02,-0.09%,24810,0.00,United States,1994,Trusts Except Educational Religious and Charitable,Finance,/market-activity/stocks/iif
III,Information Services Group Inc. Common Stock,$4.96,-0.01,-0.201%,75392,240846172.00,United States,,Professional Services,Consumer Discretionary,/market-activity/stocks/iii
IIIN,Insteel Industries Inc. Common Stock,$32.25,0.52,1.639%,76567,626701318.00,United States,,Steel/Iron Ore,Industrials,/market-activity/stocks/iiin
IIIV,i3 Verticals Inc. Class A Common Stock,$22.86,0.09,0.395%,83776,762155326.00,United States,2018,Business Services,Consumer Discretionary,/market-activity/stocks/iiiv
IIM,Invesco Value Municipal Income Trust Common Stock,$11.46,0.00,0.00%,68079,539404311.00,United States,,Investment Managers,Finance,/market-activity/stocks/iim
IINN,Inspira Technologies Oxy B.H.N. Ltd. Ordinary Shares,$1.30,0.07,5.691%,885,15210000.00,Israel,2021,Medical/Dental Instruments,Health Care,/market-activity/stocks/iinn
IIPR,Innovative Industrial Properties Inc. Common Stock,$76.52,0.01,0.013%,106952,2145619423.00,United States,2016,Real Estate,Finance,/market-activity/stocks/iipr
IIPR^A,Innovative Industrial Properties Inc. 9.00% Series A Cumulative Redeemable Preferred Stock,$25.425,-0.105,-0.411%,2995,,United States,,,,/market-activity/stocks/iipr^a
IKNA,Ikena Oncology Inc. Common Stock,$4.99,0.03,0.605%,75356,211083252.00,United States,2021,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/ikna
IKT,Inhibikase Therapeutics Inc. Common Stock,$2.11,-0.01,-0.472%,46548,11284968.00,United States,2020,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/ikt
ILAG,Intelligent Living Application Group Inc. Ordinary Shares,$1.05,0.01,0.962%,36975,18963000.00,Hong Kong,2022,Office Equipment/Supplies/Services,Consumer Discretionary,/market-activity/stocks/ilag
ILLM,illumin Holdings Inc. Common Shares,$1.84,0.02,1.099%,44632,103267185.00,Canada,,,,/market-activity/stocks/illm
ILMN,Illumina Inc. Common Stock,$158.08,-1.52,-0.952%,913789,25024064000.00,United States,2000,Medical Specialities,Health Care,/market-activity/stocks/ilmn
ILPT,Industrial Logistics Properties Trust Common Shares of Beneficial Interest,$4.00,-0.14,-3.382%,715402,262787768.00,United States,2018,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/ilpt
IMAB,I-MAB American Depositary Shares,$1.88,-0.01,-0.529%,339044,156023586.00,China,2020,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/imab
IMACW,IMAC Holdings Inc. Warrant,$0.0098,-0.0002,-2.00%,4021,326144.00,United States,2019,Medical Specialities,Health Care,/market-activity/stocks/imacw
IMAQ,International Media Acquisition Corp. Class A Common Stock,$11.13,0.02,0.18%,2326,0.00,United States,2021,Movies/Entertainment,Consumer Discretionary,/market-activity/stocks/imaq
IMAQR,International Media Acquisition Corp. Rights,$0.1019,0.0019,1.90%,12400,0.00,United States,2021,Movies/Entertainment,Consumer Discretionary,/market-activity/stocks/imaqr
IMAQW,International Media Acquisition Corp. Warrants,$0.035,0.00,0.00%,50200,0.00,United States,2021,Movies/Entertainment,Consumer Discretionary,/market-activity/stocks/imaqw
IMAX,Imax Corporation Common Stock,$18.65,0.01,0.054%,476698,1018664548.00,Canada,,,,/market-activity/stocks/imax
IMCC,IM Cannabis Corp. Common Shares,$0.698,0.0024,0.345%,106077,52058809.00,Canada,, Medicinal Chemicals and Botanical Products ,Health Care,/market-activity/stocks/imcc
IMCR,Immunocore Holdings plc American Depositary Shares,$57.54,-0.40,-0.69%,305588,2783751251.00,United Kingdom,2021,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,/market-activity/stocks/imcr
IMGN,ImmunoGen Inc. Common Stock,$16.13,0.23,1.447%,2450876,4015457461.00,United States,1989,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/imgn
IMKTA,Ingles Markets Incorporated Class A Common Stock,$80.97,-0.87,-1.063%,67551,1537974625.00,United States,1987,Food Chains,Consumer Staples,/market-activity/stocks/imkta
IMMP,Immutep Limited American Depositary Shares,$1.89,0.01,0.532%,79804,163719326.00,Australia,,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/immp
IMMR,Immersion Corporation Common Stock,$7.04,0.02,0.285%,156491,226980146.00,United States,1999,Computer peripheral equipment,Technology,/market-activity/stocks/immr
IMMX,Immix Biopharma Inc. Common Stock,$2.02,-0.02,-0.98%,111029,32899372.00,United States,2021, Medicinal Chemicals and Botanical Products ,Health Care,/market-activity/stocks/immx
IMNM,Immunome Inc. Common Stock,$6.26,-0.77,-10.953%,68893,76387750.00,United States,2020, Medicinal Chemicals and Botanical Products ,Health Care,/market-activity/stocks/imnm
IMNN,Imunon Inc. Common Stock,$1.21,0.10,9.009%,109852,11335105.00,United States,,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/imnn
IMO,Imperial Oil Limited Common Stock,$55.24,0.55,1.006%,736751,32268611720.00,Canada,1929,Integrated oil Companies,Energy,/market-activity/stocks/imo
IMOS,ChipMOS TECHNOLOGIES INC. American Depositary Shares,$23.21,0.43,1.888%,16207,843962159.00,Taiwan,,Semiconductors,Technology,/market-activity/stocks/imos
IMPL,Impel Pharmaceuticals Inc. Common Stock,$0.512,0.072,16.364%,358776,12159491.00,United States,2021,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/impl
IMPP,Imperial Petroleum Inc. Common Shares,$1.30,0.01,0.775%,266733,21138000.00,Greece,,Marine Transportation,Consumer Discretionary,/market-activity/stocks/impp
IMPPP,Imperial Petroleum Inc. 8.75% Series A Cumulative Redeemable Perpetual Preferred Shares,$19.75,0.00,0.00%,23,3843061176.00,Greece,,Marine Transportation,Consumer Discretionary,/market-activity/stocks/imppp
IMRN,Immuron Limited American Depositary Shares,$1.9278,0.0278,1.463%,1484,10978742.00,Australia,2017,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/imrn
IMRX,Immuneering Corporation Class A Common Stock,$9.44,-0.23,-2.378%,14863,276252302.00,United States,2021,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/imrx
IMTE,Integrated Media Technology Limited Ordinary Shares,$0.2766,-0.0035,-1.25%,15357,5722854.00,Australia,,Consumer Electronics/Appliances,Consumer Staples,/market-activity/stocks/imte
IMTX,Immatics N.V. Ordinary Shares,$12.25,0.02,0.164%,116220,939207500.00,Germany,,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,/market-activity/stocks/imtx
IMTXW,Immatics N.V. Warrants,$3.86,0.12,3.209%,5103,295948898.00,Germany,,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,/market-activity/stocks/imtxw
IMUX,Immunic Inc. Common Stock,$1.65,-0.02,-1.198%,423663,73582382.00,United States,2014,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/imux
IMVT,Immunovant Inc. Common Stock,$20.06,0.05,0.25%,1840279,2621273640.00,United States,2019,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,/market-activity/stocks/imvt
IMXI,International Money Express Inc. Common Stock,$17.59,0.16,0.918%,195437,623007774.00,United States,2017,Business Services,Consumer Discretionary,/market-activity/stocks/imxi
INAB,IN8bio Inc. Common Stock,$1.03,0.01,0.98%,108692,32549179.00,United States,2021,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/inab
INAQ,Insight Acquisition Corp. Class A Common Stock,$10.5799,0.0099,0.094%,1451,0.00,United States,,Blank Checks,Finance,/market-activity/stocks/inaq
INAQW,Insight Acquisition Corp. Warrant,$0.025,0.00,0.00%,519,,United States,,Blank Checks,Finance,/market-activity/stocks/inaqw
INBK,First Internet Bancorp Common Stock,$19.28,-0.29,-1.482%,12876,168071607.00,United States,,Major Banks,Finance,/market-activity/stocks/inbk
INBKZ,First Internet Bancorp 6.0% Fixed-to-Floating Rate Subordinated Notes Due 2029,$20.2601,-0.2399,-1.17%,1005,176615538.00,United States,,Major Banks,Finance,/market-activity/stocks/inbkz
INBS,Intelligent Bio Solutions Inc. Common Stock,$1.82,-0.01,-0.546%,9538,4241326.00,United States,2020,Medical Specialities,Health Care,/market-activity/stocks/inbs
INBX,Inhibrx Inc. Common Stock,$18.10,-0.65,-3.467%,200578,790393569.00,United States,2020,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/inbx
INCR,Intercure Ltd. Ordinary Shares,$1.50,0.02,1.351%,6623,68359034.00,Israel,,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/incr
INCY,Incyte Corp. Common Stock,$63.86,-0.37,-0.576%,1113123,14310240203.00,United States,,Biotechnology: Commercial Physical & Biological Resarch,Health Care,/market-activity/stocks/incy
INDB,Independent Bank Corp. Common Stock,$52.75,-0.45,-0.846%,167992,2328143458.00,United States,,Major Banks,Finance,/market-activity/stocks/indb
INDI,indie Semiconductor Inc. Class A Common Stock,$6.36,0.06,0.952%,3281614,1048054326.00,United States,,Semiconductors,Technology,/market-activity/stocks/indi
INDIW,indie Semiconductor Inc. Warrant,$1.25,-0.07,-5.303%,150702,205985520.00,United States,,Semiconductors,Technology,/market-activity/stocks/indiw
INDO,Indonesia Energy Corporation Limited Ordinary Shares,$3.17,0.05,1.603%,17756,32143800.00,,2019,Oil & Gas Production,Energy,/market-activity/stocks/indo
INDP,Indaptus Therapeutics Inc. Common Stock,$2.32,-0.23,-9.02%,18427,19490429.00,United States,,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/indp
INDV,Indivior PLC Ordinary Shares,$21.93,-0.43,-1.923%,7042,3023677237.00,United Kingdom,,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/indv
INFA,Informatica Inc. Class A Common Stock,$20.31,0.31,1.55%,273761,5849266494.00,United States,2021,EDP Services,Technology,/market-activity/stocks/infa
INFI,Infinity Pharmaceuticals Inc. Common Stock,$0.088,0.00,0.00%,1509492,7986975.00,United States,,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/infi
INFN,Infinera Corporation Common Stock,$4.10,0.10,2.50%,1211825,930387457.00,United States,2007,Telecommunications Equipment,Utilities,/market-activity/stocks/infn
INFU,InfuSystems Holdings Inc. Common Stock,$10.09,-0.13,-1.272%,34690,212442488.00,United States,,Medical/Dental Instruments,Health Care,/market-activity/stocks/infu
INFY,Infosys Limited American Depositary Shares,$17.25,0.12,0.701%,4661938,72566241557.00,India,,EDP Services,Technology,/market-activity/stocks/infy
ING,ING Group N.V. Common Stock,$14.23,0.07,0.494%,2133061,53028656743.00,Netherlands,1997,Commercial Banks,Finance,/market-activity/stocks/ing
INGN,Inogen Inc Common Stock,$5.99,-0.26,-4.16%,169296,138934893.00,United States,2014,Industrial Specialties,Health Care,/market-activity/stocks/ingn
INGR,Ingredion Incorporated Common Stock,$102.99,1.44,1.418%,402785,6792674450.00,United States,,Packaged Foods,Consumer Staples,/market-activity/stocks/ingr
INKT,MiNK Therapeutics Inc. Common Stock,$1.43,-0.13,-8.333%,84469,49346920.00,United States,2021, Medicinal Chemicals and Botanical Products ,Health Care,/market-activity/stocks/inkt
INLX,Intellinetics Inc. Common Stock,$3.6599,0.2299,6.703%,12492,14909543.00,,2022,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/inlx
INM,InMed Pharmaceuticals Inc. Common Shares,$0.8499,0.0299,3.646%,10761,2828629.00,Canada,,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/inm
INMB,INmune Bio Inc. Common stock,$7.91,-0.09,-1.125%,10792,142551584.00,United States,2019,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,/market-activity/stocks/inmb
INMD,InMode Ltd. Ordinary Shares,$38.04,0.24,0.635%,640672,3159982800.00,Israel,2019,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Health Care,/market-activity/stocks/inmd
INN,Summit Hotel Properties Inc. Common Stock,$5.44,-0.07,-1.27%,476097,585217455.00,United States,2011,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/inn
INN^E,Summit Hotel Properties Inc. 6.250% Series E Cumulative Redeemable Preferred Stock,$18.90,-0.05,-0.264%,2941,,United States,,,,/market-activity/stocks/inn^e
INN^F,Summit Hotel Properties Inc. 5.875% Series F Cumulative Redeemable Preferred Stock $0.01 par value per share,$17.42,-0.18,-1.023%,4440,,United States,,,,/market-activity/stocks/inn^f
INNV,InnovAge Holding Corp. Common Stock,$5.77,0.05,0.874%,19823,782586064.00,United States,2021,Medical/Nursing Services,Health Care,/market-activity/stocks/innv
INO,Inovio Pharmaceuticals Inc. Common Stock,$0.4227,-0.0089,-2.062%,1908879,113315247.00,United States,,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,/market-activity/stocks/ino
INOD,Innodata Inc. Common Stock,$13.59,0.57,4.378%,436702,384579347.00,United States,1993,EDP Services,Technology,/market-activity/stocks/inod
INPX,Inpixon Common Stock,$0.1686,0.0035,2.12%,2512775,12146526.00,United States,2014,EDP Services,Technology,/market-activity/stocks/inpx
INSE,Inspired Entertainment Inc. Common Stock,$12.45,0.01,0.08%,55586,327890496.00,United States,2014,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/inse
INSG,Inseego Corp. Common Stock,$0.63,0.01,1.613%,155663,73630002.00,United States,,Telecommunications Equipment,Telecommunications,/market-activity/stocks/insg
INSI,Insight Select Income Fund,$15.2622,-0.0178,-0.116%,4531,0.00,United States,,Investment Managers,Finance,/market-activity/stocks/insi
INSM,Insmed Incorporated Common Stock,$21.84,-0.09,-0.41%,647330,3140592000.00,United States,,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/insm
INSP,Inspire Medical Systems Inc. Common Stock,$215.53,0.28,0.13%,361412,6322730102.00,United States,1998,Medical/Dental Instruments,Health Care,/market-activity/stocks/insp
INST,Instructure Holdings Inc. Common Stock,$25.89,0.28,1.093%,69756,3727920026.00,,2021,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/inst
INSW,International Seaways Inc. Common Stock ,$44.40,-0.92,-2.03%,415583,2185809514.00,United States,2016,Semiconductors,Technology,/market-activity/stocks/insw
INTA,Intapp Inc. Common Stock,$33.63,-0.38,-1.117%,331104,2199422649.00,United States,2021,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/inta
INTC,Intel Corporation Common Stock,$33.25,0.66,2.025%,27317382,139251000000.00,United States,,Semiconductors,Technology,/market-activity/stocks/intc
INTE,Integral Acquisition Corporation 1 Class A Common Stock,$10.65,0.00,0.00%,26,0.00,United States,2021,Blank Checks,Finance,/market-activity/stocks/inte
INTG,Intergroup Corporation (The) Common Stock,$34.00,-0.75,-2.158%,299,75020626.00,United States,,Hotels/Resorts,Consumer Discretionary,/market-activity/stocks/intg
INTR,Inter & Co. Inc. Class A Common Shares,$4.46,0.13,3.002%,65582,1270074200.00,Brazil,,,,/market-activity/stocks/intr
INTS,Intensity Therapeutics Inc. Common stock,$5.95,-0.01,-0.168%,3130,0.00,United States,2023,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/ints
INTT,inTest Corporation Common Stock,$16.46,0.02,0.122%,82727,200111726.00,United States,1997,Electrical Products,Industrials,/market-activity/stocks/intt
INTU,Intuit Inc. Common Stock,$519.05,20.55,4.122%,2457341,145364998704.00,United States,1993,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/intu
INTZ,Intrusion Inc. Common Stock,$0.67,-0.01,-1.471%,138415,15499787.00,United States,,Computer Communications Equipment,Telecommunications,/market-activity/stocks/intz
INUV,Inuvo Inc.,$0.23,0.0001,0.043%,214861,31728119.00,United States,,Advertising,Consumer Discretionary,/market-activity/stocks/inuv
INVA,Innoviva Inc. Common Stock,$13.30,0.03,0.226%,420404,865803666.00,United States,2004,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/inva
INVE,Identiv Inc. Common Stock,$8.60,0.20,2.381%,52814,198916418.00,United States,,Computer peripheral equipment,Technology,/market-activity/stocks/inve
INVH,Invitation Homes Inc. Common Stock,$33.75,0.15,0.446%,1946057,20653523370.00,United States,2017,Real Estate,Finance,/market-activity/stocks/invh
INVO,INVO BioScience Inc. Common Stock,$1.53,-0.02,-1.29%,91169,3747983.00,United States,,Medical/Dental Instruments,Health Care,/market-activity/stocks/invo
INVZ,Innoviz Technologies Ltd. Ordinary shares,$2.15,0.075,3.614%,4042633,292808500.00,Israel,,Auto Parts:O.E.M.,Consumer Discretionary,/market-activity/stocks/invz
INVZW,Innoviz Technologies Ltd. Warrant,$0.57,-0.029,-4.841%,2463,77625600.00,Israel,,Auto Parts:O.E.M.,Consumer Discretionary,/market-activity/stocks/invzw
INZY,Inozyme Pharma Inc. Common Stock,$4.94,0.00,0.00%,397122,304944550.00,United States,2020,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/inzy
IOAC,Innovative International Acquisition Corp. Class A Ordinary Shares,$11.16,0.00,0.00%,6,0.00,United States,2022,Blank Checks,Finance,/market-activity/stocks/ioac
IOACW,Innovative International Acquisition Corp. Warrants,$0.0506,-0.0144,-22.154%,23938,0.00,United States,2022,Blank Checks,Finance,/market-activity/stocks/ioacw
IOBT,IO Biotech Inc. Common Stock,$1.98,0.05,2.591%,69689,130444210.00,Denmark,2021,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/iobt
IONM,Assure Holdings Corp. Common Stock,$0.3204,-0.0436,-11.978%,511405,1737213.00,United States,,Medical/Dental Instruments,Health Care,/market-activity/stocks/ionm
IONQ,IonQ Inc. Common Stock,$14.67,0.05,0.342%,10039630,2949085454.00,United States,2021,Wholesale Distributors,Industrials,/market-activity/stocks/ionq
IONR,ioneer Ltd American Depositary Shares,$7.15,0.1701,2.437%,8037,375089000.00,Australia,,,,/market-activity/stocks/ionr
IONS,Ionis Pharmaceuticals Inc. Common Stock,$40.32,0.51,1.281%,462501,5778912707.00,United States,,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/ions
IOR,Income Opportunity Realty Investors Inc. Common Stock,$11.80,-0.16,-1.338%,289,49187285.00,United States,1987,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/ior
IOSP,Innospec Inc. Common Stock,$103.53,0.32,0.31%,61297,2574375531.00,United States,,Major Chemicals,Industrials,/market-activity/stocks/iosp
IOT,Samsara Inc. Class A Common Stock,$25.26,0.23,0.919%,2523047,13350702533.00,United States,2021,Retail: Computer Software & Peripheral Equipment,Technology,/market-activity/stocks/iot
IOVA,Iovance Biotherapeutics Inc. Common Stock,$6.15,0.07,1.151%,2975861,1523826416.00,United States,,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,/market-activity/stocks/iova
IP,International Paper Company Common Stock,$33.93,0.19,0.563%,2678936,11739750447.00,United States,,Paper,Basic Materials,/market-activity/stocks/ip
IPA,ImmunoPrecise Antibodies Ltd. Common Stock,$1.89,0.06,3.279%,80275,47344991.00,Canada,,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/ipa
IPAR,Inter Parfums Inc. Common Stock,$135.03,1.67,1.252%,57090,4317674720.00,United States,,Package Goods/Cosmetics,Consumer Discretionary,/market-activity/stocks/ipar
IPDN,Professional Diversity Network Inc. Common Stock,$2.66,-0.17,-6.007%,1782,29216482.00,United States,2013,Computer Software: Programming Data Processing,Technology,/market-activity/stocks/ipdn
IPG,Interpublic Group of Companies Inc. (The) Common Stock,$32.33,0.02,0.062%,1854971,12444938786.00,United States,,Advertising,Consumer Discretionary,/market-activity/stocks/ipg
IPGP,IPG Photonics Corporation Common Stock,$102.08,0.30,0.295%,164602,4835226729.00,United States,2006,Semiconductors,Technology,/market-activity/stocks/ipgp
IPHA,Innate Pharma S.A. ADS,$2.75,0.01,0.365%,5294,218742224.00,France,2019,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,/market-activity/stocks/ipha
IPI,Intrepid Potash Inc Common Stock,$25.66,-0.12,-0.465%,63819,337748852.00,United States,2008,Mining & Quarrying of Nonmetallic Minerals (No Fuels),Industrials,/market-activity/stocks/ipi
IPSC,Century Therapeutics Inc. Common Stock,$2.39,-0.01,-0.417%,220419,142838995.00,United States,2021, Medicinal Chemicals and Botanical Products ,Health Care,/market-activity/stocks/ipsc
IPVF,InterPrivate III Financial Partners Inc. Class A Common Stock,$11.25,0.00,0.00%,13,105332918.00,,2021,Investment Bankers/Brokers/Service,Finance,/market-activity/stocks/ipvf
IPW,iPower Inc. Common Stock,$0.74,-0.059,-7.384%,3060,22006892.00,United States,2021,Catalog/Specialty Distribution,Consumer Discretionary,/market-activity/stocks/ipw
IPWR,Ideal Power Inc. Common Stock,$11.249,-0.021,-0.186%,5917,66801714.00,United States,2013,Semiconductors,Technology,/market-activity/stocks/ipwr
IPX,IperionX Limited American Depositary Share,$7.11,-0.18,-2.469%,16072,1364481522.00,United States,,Diversified Commercial Services,Consumer Discretionary,/market-activity/stocks/ipx
IPXX,Inflection Point Acquisition Corp. II Class A Ordinary Share,$10.17,0.03,0.296%,1496,0.00,United States,2023,Blank Checks,Finance,/market-activity/stocks/ipxx
IPXXU,Inflection Point Acquisition Corp. II Unit,$10.24,0.05,0.491%,108,0.00,United States,2023,Blank Checks,Finance,/market-activity/stocks/ipxxu
IPXXW,Inflection Point Acquisition Corp. II Warrant,$0.1633,-0.0001,-0.061%,1,0.00,United States,2023,Blank Checks,Finance,/market-activity/stocks/ipxxw
IQ,iQIYI Inc. American Depositary Shares,$4.63,-0.09,-1.907%,8918552,4158784213.00,China,2018,Consumer Electronics/Video Chains,Consumer Discretionary,/market-activity/stocks/iq
IQI,Invesco Quality Municipal Income Trust Common Stock,$9.09,0.00,0.00%,85620,480713715.00,United States,,Finance Companies,Finance,/market-activity/stocks/iqi
IQV,IQVIA Holdings Inc. Common Stock,$219.01,3.50,1.624%,552305,40105605068.00,United States,2013,Biotechnology: Commercial Physical & Biological Resarch,Health Care,/market-activity/stocks/iqv
IR,Ingersoll Rand Inc. Common Stock,$68.90,0.66,0.967%,2648248,27863123001.00,United States,2017,Industrial Machinery/Components,Industrials,/market-activity/stocks/ir
IRBT,iRobot Corporation Common Stock,$39.11,1.08,2.84%,186620,1083198890.00,United States,2005,Consumer Electronics/Appliances,Consumer Discretionary,/market-activity/stocks/irbt
