symbol,name,lastsale,netchange,pctchange,volume,marketCap,country,ipoyear,industry,sector,url
AEIS,Advanced Energy Industries Inc. Common Stock,$112.52,0.14,0.125%,106726,4236495471.00,United States,1995,Industrial Machinery/Components,Technology,/market-activity/stocks/aeis
AEL,American Equity Investment Life Holding Company Common Stock,$53.64,0.16,0.299%,276167,4180769025.00,United States,2003,Life Insurance,Finance,/market-activity/stocks/ael
AEL^A,American Equity Investment Life Holding Company Depositary Shares each representing a 1/1000th interest in a share of 5.95% Fixed-Rate Reset Non-Cumulative Preferred Stock Series A,$20.65,-0.24,-1.149%,11453,,United States,,,,/market-activity/stocks/ael^a
AEL^B,American Equity Investment Life Holding Company Depositary Shares each representing a 1/1000th interest in a share of 6.625% Fixed-Rate Reset Non-Cumulative Preferred Stock Series B,$22.7565,-0.2335,-1.016%,11723,,United States,,,,/market-activity/stocks/ael^b
AEM,Agnico Eagle Mines Limited Common Stock,$47.31,-0.53,-1.108%,1999735,23412025680.00,Canada,,,,/market-activity/stocks/aem
AEMD,Aethlon Medical Inc. Common Stock,$0.30,-0.0114,-3.661%,82226,7450596.00,United States,,Diversified Commercial Services,Miscellaneous,/market-activity/stocks/aemd
AENT,Alliance Entertainment Holding Corporation Class A Common Stock,$2.20,0.25,12.821%,7707,111104774.00,United States,,Durable Goods,Consumer Discretionary,/market-activity/stocks/aent
AENTW,Alliance Entertainment Holding Corporation Warrants,$0.03,-0.0045,-13.043%,10900,1515065.00,United States,,Durable Goods,Consumer Discretionary,/market-activity/stocks/aentw
AENZ,Aenza S.A.A. American Depositary Shares,$1.80,0.06,3.448%,299,143637597.00,,2018,Military/Government/Technical,Industrials,/market-activity/stocks/aenz
AEO,American Eagle Outfitters Inc. Common Stock,$15.81,-0.04,-0.252%,3444442,3121707677.00,United States,,Clothing/Shoe/Accessory Stores,Consumer Discretionary,/market-activity/stocks/aeo
AEON,AEON Biopharma Inc. Class A Common Stock,$4.61,0.37,8.726%,153354,0.00,,,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/aeon
AEP,American Electric Power Company Inc. Common Stock,$79.33,0.50,0.634%,1875754,40868915571.00,United States,,Electric Utilities: Central,Utilities,/market-activity/stocks/aep
AER,AerCap Holdings N.V. Ordinary Shares,$60.59,-0.24,-0.395%,620329,14900975952.00,Netherlands,2006,Diversified Commercial Services,Consumer Discretionary,/market-activity/stocks/aer
AES,The AES Corporation Common Stock,$18.06,0.34,1.919%,3194970,12093500372.00,United States,,Electric Utilities: Central,Utilities,/market-activity/stocks/aes
AESC,The AES Corporation Corporate Units,$71.62,1.48,2.11%,2379,47958831487.00,United States,,Electric Utilities: Central,Utilities,/market-activity/stocks/aesc
AESI,Atlas Energy Solutions Inc. Class A Common Stock,$21.03,-0.82,-3.753%,541924,2103000000.00,,2023,Metal Fabrications,Industrials,/market-activity/stocks/aesi
AEVA,Aeva Technologies Inc. Common Stock,$0.9978,0.0034,0.342%,574414,219876095.00,,2020,Auto Parts:O.E.M.,Consumer Discretionary,/market-activity/stocks/aeva
AEY,ADDvantage Technologies Group Inc. Common Stock,$0.3763,-0.0137,-3.513%,51065,5637924.00,United States,,Office Equipment/Supplies/Services,Industrials,/market-activity/stocks/aey
AEYE,AudioEye Inc. Common Stock,$4.73,-0.12,-2.474%,14505,55843818.00,United States,,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/aeye
AEZS,Aeterna Zentaris Inc. Common Stock,$2.74,0.00,0.00%,2210,13305100.00,Canada,,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/aezs
AFAR,Aura FAT Projects Acquisition Corp Class A Ordinary Shares,$10.82,0.00,0.00%,103,0.00,Singapore,2022,Blank Checks,Finance,/market-activity/stocks/afar
AFARW,Aura FAT Projects Acquisition Corp Warrant,$0.0201,-0.0014,-6.512%,3106,0.00,Singapore,2022,Blank Checks,Finance,/market-activity/stocks/afarw
AFB,AllianceBernstein National Municipal Income Fund Inc,$10.14,-0.01,-0.099%,43293,0.00,United States,2002,Trusts Except Educational Religious and Charitable,Finance,/market-activity/stocks/afb
AFBI,Affinity Bancshares Inc. Common Stock (MD),$14.48,-0.02,-0.138%,4238,94627524.00,United States,2017,Major Banks,Finance,/market-activity/stocks/afbi
AFCG,AFC Gamma Inc. Common Stock,$12.96,0.02,0.155%,66021,265131753.00,United States,2021,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/afcg
AFG,American Financial Group Inc. Common Stock,$114.69,0.01,0.009%,161582,9733012019.00,United States,,Property-Casualty Insurers,Finance,/market-activity/stocks/afg
AFGB,American Financial Group Inc. 5.875% Subordinated Debentures due 2059,$23.60,0.21,0.898%,3903,2002782140.00,United States,2019,Property-Casualty Insurers,Finance,/market-activity/stocks/afgb
AFGC,American Financial Group Inc. 5.125% Subordinated Debentures due 2059,$20.016,-0.084,-0.418%,1452,1698630818.00,United States,2019,Property-Casualty Insurers,Finance,/market-activity/stocks/afgc
AFGD,American Financial Group Inc. 5.625% Subordinated Debentures due 2060,$22.28,0.34,1.55%,8175,1890762122.00,United States,2020,Property-Casualty Insurers,Finance,/market-activity/stocks/afgd
AFGE,American Financial Group Inc. 4.500% Subordinated Debentures due 2060,$17.63,-0.01,-0.057%,45157,1496146150.00,United States,2020,Property-Casualty Insurers,Finance,/market-activity/stocks/afge
AFIB,Acutus Medical Inc. Common Stock,$0.5084,-0.0006,-0.118%,139276,14875319.00,United States,2020,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Health Care,/market-activity/stocks/afib
AFL,AFLAC Incorporated Common Stock,$74.25,-0.06,-0.081%,1550135,44109138992.00,United States,,Accident &Health Insurance,Finance,/market-activity/stocks/afl
AFMD,Affimed N.V.,$0.5471,-0.0084,-1.512%,166313,81703914.00,Germany,2014,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/afmd
AFRI,Forafric Global PLC Ordinary Shares,$11.20,0.19,1.726%,5552,301056000.00,Gibraltar,,Packaged Foods,Consumer Staples,/market-activity/stocks/afri
AFRIW,Forafric Global PLC Warrants,$0.98,0.00,0.00%,2,55741510.00,Gibraltar,,Packaged Foods,Consumer Staples,/market-activity/stocks/afriw
AFRM,Affirm Holdings Inc. Class A Common Stock,$17.79,3.98,28.82%,85664418,5260245525.00,United States,2021,Business Services,Consumer Discretionary,/market-activity/stocks/afrm
AFT,Apollo Senior Floating Rate Fund Inc. Common Stock,$13.20,-0.01,-0.076%,22994,0.00,,2011,Investment Managers,Finance,/market-activity/stocks/aft
AFYA,Afya Limited Class A Common Shares,$14.54,-0.14,-0.954%,159270,1362729948.00,Brazil,2019,Educational Services,Consumer Discretionary,/market-activity/stocks/afya
AG,First Majestic Silver Corp. Ordinary Shares (Canada),$5.93,-0.06,-1.002%,3080113,1627735769.00,Canada,,Precious Metals,Basic Materials,/market-activity/stocks/ag
AGAE,Allied Gaming & Entertainment Inc. Common Stock,$0.85,-0.027,-3.079%,41056,31453632.00,United States,2017,Cable & Other Pay Television Services,Telecommunications,/market-activity/stocks/agae
AGBA,AGBA Group Holding Limited Ordinary Share,$0.62,-0.0598,-8.797%,355012,41826439.00,Hong Kong,2019,Investment Managers,Finance,/market-activity/stocks/agba
AGBAW,AGBA Group Holding Limited Warrant,$0.0402,0.00,0.00%,1,2711972.00,Hong Kong,2019,Investment Managers,Finance,/market-activity/stocks/agbaw
AGCO,AGCO Corporation Common Stock,$119.11,1.55,1.318%,371807,8917071289.00,United States,,Industrial Machinery/Components,Industrials,/market-activity/stocks/agco
AGD,abrdn Global Dynamic Dividend Fund Common Shares of Beneficial Interest,$9.17,0.02,0.219%,41694,0.00,United States,2006,Trusts Except Educational Religious and Charitable,Finance,/market-activity/stocks/agd
AGE,AgeX Therapeutics Inc. Common Stock,$0.78,-0.04,-4.878%,5953,29601984.00,,2018,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/age
AGEN,Agenus Inc. Common Stock,$1.31,-0.02,-1.504%,4130614,497239565.00,United States,2000,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,/market-activity/stocks/agen
AGFY,Agrify Corporation Common Stock,$2.41,0.12,5.24%,36080,3911302.00,United States,2021,Military/Government/Technical,Consumer Discretionary,/market-activity/stocks/agfy
AGI,Alamos Gold Inc. Class A Common Shares,$12.09,-0.15,-1.225%,2596396,4787957628.00,Canada,2015,Precious Metals,Basic Materials,/market-activity/stocks/agi
AGIL,AgileThought Inc. Class A Common Stock,$0.26,-0.035,-11.864%,813773,13625136.00,United States,2020,Professional Services,Consumer Discretionary,/market-activity/stocks/agil
AGILW,AgileThought Inc. Warrant,$0.03,0.00,0.00%,686,1572131.00,United States,2020,Professional Services,Consumer Discretionary,/market-activity/stocks/agilw
AGIO,Agios Pharmaceuticals Inc. Common Stock,$26.97,0.38,1.429%,206736,1503289083.00,United States,2013,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/agio
AGL,agilon health inc. Common Stock,$17.22,0.50,2.99%,2116625,6982402296.00,United States,2021,Managed Health Care,Health Care,/market-activity/stocks/agl
AGLE,Aeglea BioTherapeutics Inc. Common Stock,$0.523,-0.023,-4.212%,95560,52923898.00,United States,2016,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/agle
AGM,Federal Agricultural Mortgage Corporation Common Stock,$166.93,-1.28,-0.761%,33186,1809023415.00,United States,,Finance Companies,Finance,/market-activity/stocks/agm
AGM^C,Federal Agricultural Mortgage Corporation Preferred Series C Fixed to Fltg,$25.05,-0.1869,-0.741%,566,,United States,,,,/market-activity/stocks/agm^c
AGM^D,Federal Agricultural Mortgage Corporation 5.700% Non-Cumulative Preferred Stock Series D,$22.75,0.10,0.442%,1221,,United States,,,,/market-activity/stocks/agm^d
AGM^E,Federal Agricultural Mortgage Corporation 5.750% Non-Cumulative Preferred Stock Series E,$22.30,0.17,0.768%,3337,,United States,,,,/market-activity/stocks/agm^e
AGM^F,Federal Agricultural Mortgage Corporation 5.250% Non-Cumulative Preferred Stock Series F,$20.39,0.14,0.691%,10500,,United States,,,,/market-activity/stocks/agm^f
AGM^G,Federal Agricultural Mortgage Corporation 4.875% Non-Cumulative Preferred Stock Series G,$19.10,0.114,0.60%,1338,,United States,,,,/market-activity/stocks/agm^g
AGMH,AGM Group Holdings Inc. Class A Ordinary Shares,$1.67,0.02,1.212%,391,40497500.00,Hong Kong,2018,EDP Services,Technology,/market-activity/stocks/agmh
AGNC,AGNC Investment Corp. Common Stock,$9.76,0.05,0.515%,7339829,5915315131.00,United States,2008,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/agnc
AGNCL,AGNC Investment Corp. Depositary Shares Each Representing a 1/1000th Interest in a Share of 7.75% Series G Fixed-Rate Reset Cumulative Redeemable Preferred Stock,$22.12,-0.008,-0.036%,4485,13406431424.00,United States,,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/agncl
AGNCM,AGNC Investment Corp. Depositary Shares rep 6.875% Series D Fixed-to-Floating Cumulative Redeemable Preferred Stock,$23.325,0.1763,0.762%,10118,14136754655.00,United States,,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/agncm
AGNCN,AGNC Investment Corp. Depositary Shares Each Representing a 1/1000th Interest in a Share of 7.00% Series C Fixed-To-Floating Rate Cumulative Redeemable Preferred Stock,$25.33,-0.05,-0.197%,51751,15351939782.00,United States,,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/agncn
AGNCO,AGNC Investment Corp. Depositary Shares each representing a 1/1000th interest in a share of 6.50% Series E Fixed-to-Floating Cumulative Redeemable Preferred Stock,$23.27,0.1499,0.648%,12466,14103420400.00,United States,,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/agnco
AGNCP,AGNC Investment Corp. Depositary Shares Each Representing a 1/1000th Interest in a Share of 6.125% Series F Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,$21.39,0.02,0.094%,13851,12963994944.00,United States,,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/agncp
AGO,Assured Guaranty Ltd. Common Stock,$57.80,-0.41,-0.704%,144500,3429913152.00,Bermuda,2004,Property-Casualty Insurers,Finance,/market-activity/stocks/ago
AGR,Avangrid Inc. Common Stock,$34.92,0.28,0.808%,733462,13506040352.00,United States,2015,Electric Utilities: Central,Utilities,/market-activity/stocks/agr
AGRI,AgriFORCE  Growing Systems Ltd. Common Shares,$0.109,-0.006,-5.217%,930882,4157562.00,Canada,2021,,,/market-activity/stocks/agri
AGRIW,AgriFORCE  Growing Systems Ltd. Warrant,$0.0179,-0.0006,-3.243%,3900,682756.00,Canada,2021,Metal Fabrications,Industrials,/market-activity/stocks/agriw
AGRO,Adecoagro S.A. Common Shares,$11.32,0.32,2.909%,414961,1224724588.00,Luxembourg,2011,Farming/Seeds/Milling,Consumer Staples,/market-activity/stocks/agro
AGRX,Agile Therapeutics Inc. Common Stock,$2.06,-0.02,-0.962%,4512,3968611.00,United States,2014,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/agrx
AGS,PlayAGS Inc. Common Stock,$6.44,0.01,0.156%,212291,244943223.00,United States,2018,Miscellaneous manufacturing industries,Consumer Discretionary,/market-activity/stocks/ags
AGTI,Agiliti Inc. Common Stock,$9.48,-0.11,-1.147%,1378389,1274683113.00,United States,2021,Managed Health Care,Health Care,/market-activity/stocks/agti
AGX,Argan Inc. Common Stock,$41.26,0.73,1.801%,36149,553323213.00,United States,,Engineering & Construction,Consumer Discretionary,/market-activity/stocks/agx
AGYS,Agilysys Inc. Common Stock (DE),$68.80,1.24,1.835%,246917,1744349558.00,United States,,EDP Services,Technology,/market-activity/stocks/agys
AHCO,AdaptHealth Corp. Common Stock,$11.61,-0.04,-0.343%,680521,1580190776.00,United States,2018,Medical/Nursing Services,Health Care,/market-activity/stocks/ahco
AHG,Akso Health Group ADS,$0.469,0.118,33.618%,1379876,10724162.00,China,2017,Business Services,Consumer Discretionary,/market-activity/stocks/ahg
AHH,Armada Hoffler Properties Inc. Common Stock,$11.29,-0.02,-0.177%,103762,767028973.00,United States,2013,Real Estate,Finance,/market-activity/stocks/ahh
AHH^A,Armada Hoffler Properties Inc. 6.75% Series A Cumulative Redeemable Perpetual Preferred Stock,$22.59,0.0533,0.237%,4038,,United States,,,,/market-activity/stocks/ahh^a
AHI,Advanced Health Intelligence Ltd. American Depositary Shares,$3.79,0.04,1.067%,167446,106271600.00,Australia,2021,Package Goods/Cosmetics,Consumer Discretionary,/market-activity/stocks/ahi
AHL^C,Aspen Insurance Holdings Limited 5.95% Fixed-to-Floating Rate Perpetual Non-Cumulative Preference Shares,$25.6501,0.1301,0.51%,39267,,Bermuda,,,,/market-activity/stocks/ahl^c
AHL^D,Aspen Insurance Holdings Limited 5.625% Perpetual Non-Cumulative Preference Shares,$18.35,-0.19,-1.025%,16560,,Bermuda,,,,/market-activity/stocks/ahl^d
AHL^E,Aspen Insurance Holdings Limited Depositary Shares each representing a 1/1000th interest in a share of 5.625% Perpetual Non-Cumulative Preference Shares,$18.03,-0.11,-0.606%,14839,,Bermuda,,,,/market-activity/stocks/ahl^e
AHT,Ashford Hospitality Trust Inc Common Stock,$2.72,0.12,4.615%,207695,93780029.00,United States,2003,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/aht
AHT^D,Ashford Hospitality Trust Inc 8.45% Series D Cumulative Preferred Stock,$13.21,0.00,0.00%,11368,,United States,,,,/market-activity/stocks/aht^d
AHT^F,Ashford Hospitality Trust Inc 7.375% Series F Cumulative Preferred Stock,$12.195,0.005,0.041%,421,,United States,,,,/market-activity/stocks/aht^f
AHT^G,Ashford Hospitality Trust Inc 7.375% Series G Cumulative Preferred Stock,$12.47,-0.10,-0.796%,2759,,United States,,,,/market-activity/stocks/aht^g
AHT^H,Ashford Hospitality Trust Inc 7.50% Series H Cumulative Preferred Stock,$12.88,0.75,6.183%,1268,,United States,,,,/market-activity/stocks/aht^h
AHT^I,Ashford Hospitality Trust Inc 7.50% Series I Cumulative Preferred Stock,$12.27,0.12,0.988%,3311,,United States,,,,/market-activity/stocks/aht^i
AI,C3.ai Inc. Class A Common Stock,$29.15,0.32,1.11%,11944198,3270913455.00,United States,2020,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/ai
AIB,AIB Acquisition Corporation Class A Ordinary Shares,$11.0499,0.00,0.00%,301,0.00,United States,2022,Blank Checks,Finance,/market-activity/stocks/aib
AIBBR,AIB Acquisition Corporation Right,$0.1066,-0.0059,-5.244%,251,0.00,United States,2022,Blank Checks,Finance,/market-activity/stocks/aibbr
AIC,Arlington Asset Investment Corp 6.750% Notes due 2025,$24.68,0.00,0.00%,14,699935832.00,United States,2015,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/aic
AIF,Apollo Tactical Income Fund Inc. Common Stock,$13.13,0.05,0.382%,302570,0.00,,2013,Finance Companies,Finance,/market-activity/stocks/aif
AIG,American International Group Inc. New Common Stock,$57.85,-0.24,-0.413%,2286926,41183393248.00,United States,,Life Insurance,Finance,/market-activity/stocks/aig
AIG^A,American International Group Inc. Depositary Shares Each Representing a 1/1000th Interest in a Share of Series A 5.85% Non-Cumulative Perpetual Preferred Stock,$22.28,-0.15,-0.669%,102293,,United States,,,,/market-activity/stocks/aig^a
AIH,Aesthetic Medical International Holdings Group Ltd. American Depositary Shares,$0.665,-0.025,-3.623%,726,20846584.00,China,2019,Medical Specialities,Health Care,/market-activity/stocks/aih
AIHS,Senmiao Technology Limited Common Stock,$0.4988,0.0388,8.435%,5273,4024338.00,China,2018,Finance: Consumer Services,Finance,/market-activity/stocks/aihs
AIM,AIM ImmunoTech Inc. Common Stock,$0.669,0.0003,0.045%,60053,32560516.00,United States,1997,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,/market-activity/stocks/aim
